PAIS,FORMATO,ZONA,CODIGO_FAMILIA,CATEGORY_NBR,CATEGORY_DESC,MARCA,FINELINE,N_FINELINE,N_MARCA,COST_UNIT,SELL_QTY,TOTAL_SKUS,ITEM_PRIMARIO,DESC_PRIMARIO,VENTAS_PRIMARIO,PRECIO_PRIMARIO,ROTACION_PRIMARIO,N_PRECIOS_DISTINTOS,SKUS_IGUAL_PRECIO,SKUS_DIFERENTE_PRECIO,SKUS_SIN_PRECIO,PCT_ALINEACION,OBSERVACIONES
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0066,6987,BEVERAGES - CARBONATED-D95,PEPSI,BEB COLA REGUL FAMIL,1704,4907,960.5,2500.0,1,70268318,REFRESCO GASEOSO PEPSI PET 2500ML,65226.0,1000.0,74.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0067,6987,BEVERAGES - CARBONATED-D95,FRESCA,BEB SABOR REGUL FAMI,1754,2441,1337.9652,2500.0,1,70058779,GASEOSA SIN AZUCAR FRESCA 2500 ML,75373.0,1500.0,57.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0068,6894,BEVERAGE ALCOHOL - BEER D96,MILLER,CERVEZA LAGER UNIDAD,1025,4203,5217.21,2130.0,1,70493752,CERVEZA MILLER MGD BOTELL 6PACK 355ML,0,5800.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0069,6894,BEVERAGE ALCOHOL - BEER D96,BOHEMIA,CERVEZA LAGER UNIDAD,1025,788,1004.5022,710.0,1,70590328,CERVEZA BOHEMIA LATA 710ML,13351.0,1160.0,13.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0070,6894,BEVERAGE ALCOHOL - BEER D96,PERONI,CERVEZA LAGER PAQ,1000,4915,4983.3,1980.0,1,75380139,CERVEZA PERONNI 6PK 1980 ML,0,4500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0071,6987,BEVERAGES - CARBONATED-D95,FANTA,CAJA/ENV PLAST/GASEO,1708,2238,42.94,2000.0,1,70022601,GASEOSA FANTA ENVASE NARANJA RP 2000ML,0,460.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0072,6894,BEVERAGE ALCOHOL - BEER D96,CRBF,CERVEZA ARTESANAL,1028,49285,1458.83,350.0,1,70000337,CERVE CRBF ARTESANAL ESCALANTE BOT 350ML,0,1980.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0073,6987,BEVERAGES - CARBONATED-D95,MUG ROOT BEER,BEB SABOR REGUL FAMI,1754,15461,1480.3,3000.0,1,9538801,REFRESCO GAS MUG ZARZA PET 3000ML,16742.0,1720.0,11.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0074,6894,BEVERAGE ALCOHOL - BEER D96,CORONA,CERVEZA LAGER PAQ,1000,1434,4425.08,2130.0,1,75398886,CERVEZA CORONA 6 PACK LATA 355 ML,0,6300.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0075,6987,BEVERAGES - CARBONATED-D95,DOS PINOS,BEB SABOR LIGHT FAMI,1750,1870,1030.56,2000.0,2,75002708,GASEOSA ALMA PIT HIER BU 2000ML PET,12390.0,1000.0,14.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0076,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL PERSO,1706,1324,734.4661,600.0,1,9518893,REFRESC GAS COCA COLA ORIGINAL PET 600ML,120062.0,850.0,170.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0077,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA LIGHT FAMIL,1700,1324,1305.5116,2500.0,1,70177208,GASEOSA SIN AZUCAR COCA COLA 2500ML,322348.0,1500.0,244.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0078,6987,BEVERAGES - CARBONATED-D95,7UP,BEB COLA REGUL PERSO,1706,31,621.5,355.0,1,75274053,BEBIDA CARBONATADA 7 UP CHERRY 355ML,0,850.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0079,6987,BEVERAGES - CARBONATED-D95,MOUNTAIN DEW,BEB COLA REGUL PERSO,1706,4361,621.5,355.0,1,75254958,BEBIDA MOUNTAIN DEW 355ML,0,500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0080,6987,BEVERAGES - CARBONATED-D95,INCA KOLA,BEB SABOR REGUL FAMI,1754,3046,2534.025,1500.0,1,70131641,REFRESCO GASEOSO INKA KOLA PET 1500ML,8655.0,3260.0,3.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0081,6987,BEVERAGES - CARBONATED-D95,FANTA,CAJA/ENV PLAST/GASEO,1708,2238,2299.55,1.0,1,70022642,CAJA VACIA FANTA 8 CAV  RP ENV 1UN,44.0,25.0,2.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0082,6894,BEVERAGE ALCOHOL - BEER D96,TUKAN,CERVEZA LAGER UNIDAD,1025,54741,449.74,330.0,1,70428411,CERV TUKAN TROPIC BEER LAT 330ML 1X24 4,3582.0,450.0,9.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0083,6894,BEVERAGE ALCOHOL - BEER D96,COORS LIGHT,CERVEZA LAGER PAQ,1000,34351,4289.48,2124.0,1,70579480,CERVEZA COORS LIGHT LATA 6PACK 2124ML,0,5000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0084,6987,BEVERAGES - CARBONATED-D95,COTUBA,BEB SABOR LIGHT PERS,1752,1464,526.58,600.0,1,70522370,BEBIDA GUARANA COTUBA ZERO 600 ML,0,680.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0085,6894,BEVERAGE ALCOHOL - BEER D96,HEINEKEN,CERVEZA LAGER UNIDAD,1025,2863,824.9,355.0,2,70193948,CERVEZA HEINEKEN BOTELLA UNIDAD 355ML,85845.0,1000.0,97.0,2,1,1,0,50.0,1/2 SKUs desalineados
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0086,6894,BEVERAGE ALCOHOL - BEER D96,DUVEL,CERVEZA ARTESANAL,1028,47718,2429.3644,330.0,1,70593512,DUVEL CERVEZA ARTESANAL GOLDEN ALE 330ML,0,2630.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0087,6894,BEVERAGE ALCOHOL - BEER D96,BUSCH,CERVEZA LAGER PAQ,1000,44136,427.5129,355.0,2,75495144,CERVEZA BUSCH LIGHT LT 355ML,0,570.0,,1,2,0,0,100.0,Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0088,6894,BEVERAGE ALCOHOL - BEER D96,GRACIA,CERVEZA ARTESANAL,1028,2704,1571.83,330.0,1,70602820,CERVEZA GRACIA ALBA BOTELLA 330 ML,0,2160.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0089,6987,BEVERAGES - CARBONATED-D95,FRESCA,BEB COLA LIGHT FAMIL,1700,2441,1031.2493,1500.0,1,75009125,GASEOSA FRESCA 1500ML PET,16848.0,1190.0,16.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0090,6894,BEVERAGE ALCOHOL - BEER D96,HARBOE,CERVEZA LAGER UNIDAD,1025,230986,553.7,500.0,1,75303721,CERVEZA HARBOE LAGER LATA 500 24 ML EA,0,740.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0091,6987,BEVERAGES - CARBONATED-D95,FANTA,BEB SABOR REGUL FAMI,1754,2238,1584.0001,3000.0,1,75078810,FANTA UVA 3000ML PET,19332.0,1820.0,12.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0092,6894,BEVERAGE ALCOHOL - BEER D96,ESTRELLA,CERVEZA ARTESANAL,1028,2142,1115.31,330.0,1,70332137,CERVEZA ESTRELLA DAMM MEDITERRANEA 330ML,0,1320.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0093,6894,BEVERAGE ALCOHOL - BEER D96,MODELO,CERVEZA LAGER UNIDAD,1025,4259,694.5658,355.0,1,70674332,CERVEZA MODELO LATA 355ML,0,910.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0094,6894,BEVERAGE ALCOHOL - BEER D96,HEINEKEN,CERVEZA LAGER PAQ,1000,2863,4724.53,1980.0,1,75314807,HEINEKEN 0 0 330ML LT 6 PK 1980 ML,53537.0,5500.0,11.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0095,6894,BEVERAGE ALCOHOL - BEER D96,BAVARIA,CERVEZA LAGER UNIDAD,1025,587,750.32,355.0,1,70197263,CERVEZA BAVARIA MASTER EDITION BOT 355ML,132095.0,1030.0,170.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0096,6894,BEVERAGE ALCOHOL - BEER D96,SOL,CERVEZA LAGER UNIDAD,1025,5935,799.9948,355.0,1,75271354,SOL 355 ML LT SLEEK,0,500.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0097,6894,BEVERAGE ALCOHOL - BEER D96,SOL,CERVEZA LAGER UNIDAD,1025,5935,740.9975,330.0,1,70306147,SOL VIDR 330ML,266258.0,980.0,366.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0098,6987,BEVERAGES - CARBONATED-D95,POSTOBON,BEB SABOR REGUL PERS,1756,50890,986.49,1500.0,1,75333622,GAS POST MANZ GD K17 1500 ML,3504.0,1320.0,3.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0099,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK FAMILIAR,1758,1324,3535.1259,6000.0,2,75046960,2P 3L COCA MAS GINGER ALE 3000 ML,77933.0,3400.0,26.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0100,6894,BEVERAGE ALCOHOL - BEER D96,MOOSEHEAD,CERVEZA LAGER UNIDAD,1025,43551,734.5,355.0,2,70023101,CERVEZA MOOSEHEAD RADLER LATA 355ML,11148.0,1050.0,12.0,2,1,1,0,50.0,1/2 SKUs desalineados
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0101,6894,BEVERAGE ALCOHOL - BEER D96,GUINNESS,CERVEZA LAGER UNIDAD,1025,2768,1364.9948,330.0,2,70497876,CERVEZA GUINNESS FOREIGN EXTRA BOT 330ML,49383.0,1800.0,31.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0102,6894,BEVERAGE ALCOHOL - BEER D96,BOHEMIA,CERVEZA LAGER UNIDAD,1025,788,409.9979,350.0,1,9654789,CERVEZA BOHEMIA LATA 350ML,26680.0,520.0,58.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0103,6987,BEVERAGES - CARBONATED-D95,COTUBA,BEB SABOR LIGHT PERS,1752,1464,461.04,355.0,2,75003032,GASEOSA COTUBA CERO 355ML LATA,4862.0,500.0,11.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0104,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL FAMIL,1704,1324,1901.6205,3000.0,1,9522120,REFRESC GAS COCA COLA ORIGINAL PE 3000ML,193352.0,2500.0,88.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0105,6987,BEVERAGES - CARBONATED-D95,COTUBA,BEB SABOR REGUL PERS,1756,1464,546.92,600.0,2,70474098,BEBIDA GUARANA COTUBA 600 ML,0,500.0,,1,2,0,0,100.0,Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0106,6894,BEVERAGE ALCOHOL - BEER D96,BUD LIGHT,CERVEZA LAGER UNIDAD,1025,42493,644.9927,355.0,1,75519437,CERVEZA BUD LIGHT LT 355 ML,8272.0,850.0,11.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0107,6894,BEVERAGE ALCOHOL - BEER D96,BAVARIA,CERVEZA LAGER PAQ,1000,587,4312.08,2100.0,2,70035391,CERVEZ BAVARIA LIGHT LAT SLEEK 6P 2100ML,88500.0,5000.0,20.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0108,6894,BEVERAGE ALCOHOL - BEER D96,BUD LIGHT,CERVEZA LAGER UNIDAD,1025,42493,694.95,355.0,1,75193137,CERVEZA BUD LIGHT BOTELLA 355 ML,0,930.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0109,6987,BEVERAGES - CARBONATED-D95,PEPSI,BEB COLA REGUL FAMIL,1704,4907,888.18,2500.0,1,70601186,PEPSI ZERO 2 5L PET,115050.0,1000.0,130.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0110,6894,BEVERAGE ALCOHOL - BEER D96,GRACIA,CERVEZA ARTESANAL,1028,2704,1572.8696,330.0,1,70602822,CERVEZA GRACIA MISTICA 330 ML,0,2160.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0111,6894,BEVERAGE ALCOHOL - BEER D96,PILSEN,CERVEZA LAGER PAQ,1000,4986,4263.9985,2100.0,1,75479812,CERV PILSEN AHUMADA 350ML LT 6PK 2100 ML,33272.0,4700.0,8.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0112,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL FAMIL,1704,1324,2405.0129,6000.0,2,75263528,COCA COLA Y JUGO DEL VALLE 2 PACK 6000ML,2655.0,3000.0,1.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0113,6894,BEVERAGE ALCOHOL - BEER D96,IMPERIAL,CERVEZA LAGER UNIDAD,1025,3035,984.004,473.0,3,70039622,CERVEZA IMPERIAL SILVER LATA 473ML,14144.0,1230.0,13.0,1,3,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0114,6894,BEVERAGE ALCOHOL - BEER D96,KELER,CERVEZA LAGER UNIDAD,1025,50826,519.8,330.0,1,70428383,CERVEZA KELER LATA 330ML 1X24,0,590.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0115,6894,BEVERAGE ALCOHOL - BEER D96,SANROQUE,CERVEZA ARTESANAL,1028,50802,1384.25,350.0,3,70268525,CERVEZA SAN ROQUE ALE TERCIOPELO 350ML,0,1820.0,,1,3,0,0,100.0,Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0116,6894,BEVERAGE ALCOHOL - BEER D96,ASAHI INDUSTRY,CERVEZA LAGER PAQ,1000,52816,899.48,330.0,1,70487868,CEERVEZA ASAHI DRY BOTELLA 330 ML,19968.0,940.0,24.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0117,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB PACK PERSONAL,1760,1324,2459.9987,6000.0,1,75437976,2 PK CCZA CCZA 3L6000ML,180540.0,3000.0,68.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0118,6894,BEVERAGE ALCOHOL - BEER D96,BAVARIA,CERVEZA LAGER UNIDAD,1025,587,805.69,350.0,1,9608295,BAVARIA CERVEZA PREMIUM LATA GOLD 350 ML,0,1000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0119,6894,BEVERAGE ALCOHOL - BEER D96,ESTRELLA,CERVEZA ALE UNIDAD,1300,2142,731.11,330.0,1,70593520,CERVEZA ESTRELLA MEDITERRANEA LATA 330ML,11472.0,810.0,16.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0120,6987,BEVERAGES - CARBONATED-D95,INCA KOLA,BEB SABOR REGUL FAMI,1754,3046,1243.0,500.0,2,70127997,BEBIDA GASEOS INCA KOLA SIN AZUCAR 500ML,10593.0,1330.0,9.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0121,6987,BEVERAGES - CARBONATED-D95,FANTA,BEB SABOR REGUL PERS,1756,2238,734.4661,600.0,3,9518851,REFRESC GAS FANTA KOLITA PET 600ML,20981.0,850.0,28.0,1,3,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0122,6894,BEVERAGE ALCOHOL - BEER D96,IMPERIAL,CERVEZA LAGER PAQ,1000,3035,10217.46,5250.0,1,75495074,IMPERIAL 350ML LT 15PK VASO TER 5250 ML,9558.0,10800.0,1.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0123,6894,BEVERAGE ALCOHOL - BEER D96,BUSCH LIGHT,CERVEZA LAGER PAQ,1000,52976,735.0311,740.0,1,75348871,CERVEZA BUSCH LIGHT LATA 740 ML,0,1070.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0124,6894,BEVERAGE ALCOHOL - BEER D96,CRBF,CERVEZA ARTESANAL,1028,49285,1346.0108,350.0,1,70000338,CERVEZA CRBF ARTESANAL DOTA BOT 350ML,0,2000.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0125,6894,BEVERAGE ALCOHOL - BEER D96,TOÑA,CERVEZA LAGER UNIDAD,1025,6413,878.01,355.0,1,9633215,CERVEZA TONA ABRE FACIL BOTELLA 355 ML,23800.0,960.0,28.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0126,6987,BEVERAGES - CARBONATED-D95,COCA-COLA,BEB COLA REGUL PERSO,1706,1324,621.5,355.0,2,75244618,COCA COLA SABOR VAINILLA 355ML,8272.0,850.0,11.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0127,6894,BEVERAGE ALCOHOL - BEER D96,PAULANER,CERVEZA ALE UNIDAD,1300,4860,1326.0098,500.0,2,70076341,PAULANER MUENCHNER HELL LATA 500ML,4380.0,1650.0,3.0,2,1,1,0,50.0,1/2 SKUs desalineados
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0128,6894,BEVERAGE ALCOHOL - BEER D96,BAVARIA,CERVEZA LAGER UNIDAD,1025,587,4312.08,2100.0,1,70505674,BAVARIA MASTERS ED 350ML LTRG 6U MULTIEM,30975.0,5000.0,7.0,1,1,0,0,100.0,Familia con un solo articulo
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0129,6894,BEVERAGE ALCOHOL - BEER D96,DELIRIUM,CERVEZA ARTESANAL,1028,49989,2825.0,330.0,2,70590029,CERVEZA DELIRIUM TREMENS BOTELLA 330ML,6690.0,3780.0,2.0,1,2,0,0,100.0,OK
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0130,6987,BEVERAGES - CARBONATED-D95,MUG ROOT BEER,BEB SABOR REGUL PERS,1756,15461,628.28,600.0,1,9525620,REFRESCO GASEOSO MUG ZARZA PET 600ML,0,780.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0131,6894,BEVERAGE ALCOHOL - BEER D96,STELLA ARTOIS,CERVEZA LAGER UNIDAD,1025,6054,5249.98,1980.0,1,75525776,CERVEZA STELLA 6 PK VD 1980ML,0,6930.0,,1,1,0,0,100.0,Familia con un solo articulo | Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0132,6894,BEVERAGE ALCOHOL - BEER D96,MILLER,CERVEZA LAGER UNIDAD,1025,4203,5204.78,2130.0,2,70077506,CERVEZA MILLER MGD BOTELL 6PACK 355ML,0,5800.0,,1,2,0,0,100.0,Primario sin ventas registradas
CR,SUPERMERCADOS,SAN JOSE,FAM_1_4_10004_0133,6894,BEVERAGE ALCOHOL - BEER D96,CORAL,CERVEZA LAGER UNIDAD,1025,230851,776.9654,355.0,1,75264907,CERVEZACRAFTBREWCORALLATA355ML,735.0,830.0,1.0,1,1,0,0,100.0,Familia con un solo articulo
